20220418193028,10.0.0.1,5001,10.0.0.2,39311,3,0.0-1.0,14000,112000,0.012,1,15,6.667,0
20220418193028,10.0.0.1,5001,10.0.0.2,45318,4,0.0-1.0,15000,120000,0.006,0,15,0.000,1
20220418193028,10.0.0.1,5001,10.0.0.2,50117,5,0.0-1.0,13000,104000,0.003,2,15,13.333,0
20220418193028,10.0.0.1,0,10.0.0.2,0,-1,0.0-1.0,42000,336000,0.012,3,45,6.667,1
20220418193029,10.0.0.1,5001,10.0.0.2,39311,3,1.0-2.0,13000,104000,0.010,0,13,0.000,0
20220418193029,10.0.0.1,5001,10.0.0.2,45318,4,1.0-2.0,13000,104000,0.008,0,13,0.000,0
20220418193029,10.0.0.1,5001,10.0.0.2,50117,5,1.0-2.0,13000,104000,0.005,0,13,0.000,0
20220418193029,10.0.0.1,0,10.0.0.2,0,-1,1.0-2.0,39000,312000,0.010,0,39,0.000,0
20220418193030,10.0.0.1,5001,10.0.0.2,39311,3,2.0-3.0,13000,104000,0.007,0,13,0.000,0
20220418193030,10.0.0.1,5001,10.0.0.2,45318,4,2.0-3.0,13000,104000,0.007,0,13,0.000,0
20220418193030,10.0.0.1,5001,10.0.0.2,50117,5,2.0-3.0,13000,104000,0.006,0,13,0.000,0
20220418193030,10.0.0.1,0,10.0.0.2,0,-1,2.0-3.0,39000,312000,0.007,0,39,0.000,0
20220418193031,10.0.0.1,5001,10.0.0.2,39311,3,3.0-4.0,13000,104000,0.010,0,13,0.000,0
20220418193031,10.0.0.1,5001,10.0.0.2,45318,4,3.0-4.0,13000,104000,0.007,0,13,0.000,0
20220418193031,10.0.0.1,5001,10.0.0.2,50117,5,3.0-4.0,13000,104000,0.008,0,13,0.000,0
20220418193031,10.0.0.1,0,10.0.0.2,0,-1,3.0-4.0,39000,312000,0.010,0,39,0.000,0
20220418193032,10.0.0.1,5001,10.0.0.2,39311,3,4.0-5.0,12000,96000,0.009,0,12,0.000,0
20220418193032,10.0.0.1,5001,10.0.0.2,45318,4,4.0-5.0,12000,96000,0.012,0,12,0.000,0
20220418193032,10.0.0.1,5001,10.0.0.2,50117,5,4.0-5.0,12000,96000,0.009,0,12,0.000,0
20220418193032,10.0.0.1,0,10.0.0.2,0,-1,4.0-5.0,36000,288000,0.012,0,36,0.000,0
20220418193033,10.0.0.1,5001,10.0.0.2,39311,3,5.0-6.0,13000,104000,0.007,0,13,0.000,0
20220418193033,10.0.0.1,5001,10.0.0.2,45318,4,5.0-6.0,13000,104000,0.008,0,13,0.000,0
20220418193033,10.0.0.1,5001,10.0.0.2,50117,5,5.0-6.0,13000,104000,0.008,0,13,0.000,0
20220418193033,10.0.0.1,0,10.0.0.2,0,-1,5.0-6.0,39000,312000,0.008,0,39,0.000,0
20220418193034,10.0.0.1,5001,10.0.0.2,39311,3,6.0-7.0,13000,104000,0.008,0,13,0.000,0
20220418193034,10.0.0.1,5001,10.0.0.2,45318,4,6.0-7.0,13000,104000,0.009,0,13,0.000,0
20220418193034,10.0.0.1,5001,10.0.0.2,50117,5,6.0-7.0,13000,104000,0.009,0,13,0.000,0
20220418193034,10.0.0.1,0,10.0.0.2,0,-1,6.0-7.0,39000,312000,0.009,0,39,0.000,0
20220418193035,10.0.0.1,5001,10.0.0.2,39311,3,7.0-8.0,13000,104000,0.005,0,13,0.000,0
20220418193035,10.0.0.1,5001,10.0.0.2,45318,4,7.0-8.0,13000,104000,0.007,0,13,0.000,0
20220418193035,10.0.0.1,5001,10.0.0.2,50117,5,7.0-8.0,13000,104000,0.006,0,13,0.000,0
20220418193035,10.0.0.1,0,10.0.0.2,0,-1,7.0-8.0,39000,312000,0.007,0,39,0.000,0
20220418193036,10.0.0.1,5001,10.0.0.2,39311,3,8.0-9.0,13000,104000,0.006,0,13,0.000,0
20220418193036,10.0.0.1,5001,10.0.0.2,45318,4,8.0-9.0,13000,104000,0.007,0,13,0.000,0
20220418193036,10.0.0.1,5001,10.0.0.2,50117,5,8.0-9.0,13000,104000,0.004,0,13,0.000,0
20220418193036,10.0.0.1,0,10.0.0.2,0,-1,8.0-9.0,39000,312000,0.007,0,39,0.000,0
20220418193037,10.0.0.1,5001,10.0.0.2,39311,3,0.0-9.9,128000,103201,0.006,1,129,0.775,0
20220418193037,10.0.0.1,5001,10.0.0.2,45318,4,0.0-9.9,129000,103965,0.006,0,129,0.000,1
20220418193037,10.0.0.1,5001,10.0.0.2,50117,5,0.0-9.9,127000,102314,0.003,2,129,1.550,0
20220418193037,10.0.0.1,0,10.0.0.2,0,-1,0.0-9.9,384000,309358,0.006,3,387,0.775,1
