20220418192948,10.0.0.1,5001,10.0.0.2,53651,3,0.0-1.0,22050,176400,0.222,0,13,0.000,2
20220418192948,10.0.0.1,5001,10.0.0.2,58618,4,0.0-1.0,19110,152880,0.158,0,13,0.000,0
20220418192948,10.0.0.1,5001,10.0.0.2,43187,5,0.0-1.0,16170,129360,0.149,2,13,15.385,0
20220418192948,10.0.0.1,0,10.0.0.2,0,-1,0.0-1.0,57330,458640,0.222,2,39,5.128,2
20220418192949,10.0.0.1,5001,10.0.0.2,53651,3,1.0-2.0,19110,152880,0.128,0,13,0.000,0
20220418192949,10.0.0.1,5001,10.0.0.2,58618,4,1.0-2.0,19110,152880,0.141,0,13,0.000,0
20220418192949,10.0.0.1,5001,10.0.0.2,43187,5,1.0-2.0,19110,152880,0.119,0,13,0.000,0
20220418192949,10.0.0.1,0,10.0.0.2,0,-1,1.0-2.0,57330,458640,0.141,0,39,0.000,0
20220418192950,10.0.0.1,5001,10.0.0.2,53651,3,2.0-3.0,19110,152880,0.164,0,13,0.000,0
20220418192950,10.0.0.1,5001,10.0.0.2,58618,4,2.0-3.0,19110,152880,0.152,0,13,0.000,0
20220418192950,10.0.0.1,5001,10.0.0.2,43187,5,2.0-3.0,19110,152880,0.157,0,13,0.000,0
20220418192950,10.0.0.1,0,10.0.0.2,0,-1,2.0-3.0,57330,458640,0.164,0,39,0.000,0
20220418192951,10.0.0.1,5001,10.0.0.2,53651,3,3.0-4.0,19110,152880,0.126,0,13,0.000,0
20220418192951,10.0.0.1,5001,10.0.0.2,58618,4,3.0-4.0,19110,152880,0.145,0,13,0.000,0
20220418192951,10.0.0.1,5001,10.0.0.2,43187,5,3.0-4.0,19110,152880,0.153,0,13,0.000,0
20220418192951,10.0.0.1,0,10.0.0.2,0,-1,3.0-4.0,57330,458640,0.153,0,39,0.000,0
20220418192952,10.0.0.1,5001,10.0.0.2,58618,4,4.0-5.0,17640,141120,0.153,0,12,0.000,0
20220418192952,10.0.0.1,5001,10.0.0.2,43187,5,4.0-5.0,17640,141120,0.152,0,12,0.000,0
20220418192952,10.0.0.1,5001,10.0.0.2,53651,3,4.0-5.0,19110,152880,0.160,0,13,0.000,0
20220418192952,10.0.0.1,0,10.0.0.2,0,-1,4.0-5.0,54390,435120,0.160,0,37,0.000,0
20220418192953,10.0.0.1,5001,10.0.0.2,53651,3,5.0-6.0,17640,141120,0.117,0,12,0.000,0
20220418192953,10.0.0.1,5001,10.0.0.2,58618,4,5.0-6.0,19110,152880,0.143,0,13,0.000,0
20220418192953,10.0.0.1,5001,10.0.0.2,43187,5,5.0-6.0,19110,152880,0.152,0,13,0.000,0
20220418192953,10.0.0.1,0,10.0.0.2,0,-1,5.0-6.0,55860,446880,0.152,0,38,0.000,0
20220418192954,10.0.0.1,5001,10.0.0.2,53651,3,6.0-7.0,19110,152880,0.054,0,13,0.000,0
20220418192954,10.0.0.1,5001,10.0.0.2,58618,4,6.0-7.0,19110,152880,0.067,0,13,0.000,0
20220418192954,10.0.0.1,5001,10.0.0.2,43187,5,6.0-7.0,19110,152880,0.069,0,13,0.000,0
20220418192954,10.0.0.1,0,10.0.0.2,0,-1,6.0-7.0,57330,458640,0.069,0,39,0.000,0
20220418192955,10.0.0.1,5001,10.0.0.2,53651,3,7.0-8.0,19110,152880,0.029,0,13,0.000,0
20220418192955,10.0.0.1,5001,10.0.0.2,58618,4,7.0-8.0,19110,152880,0.033,0,13,0.000,0
20220418192955,10.0.0.1,5001,10.0.0.2,43187,5,7.0-8.0,19110,152880,0.033,0,13,0.000,0
20220418192955,10.0.0.1,0,10.0.0.2,0,-1,7.0-8.0,57330,458640,0.033,0,39,0.000,0
20220418192956,10.0.0.1,5001,10.0.0.2,53651,3,8.0-9.0,19110,152880,0.027,0,13,0.000,0
20220418192956,10.0.0.1,5001,10.0.0.2,58618,4,8.0-9.0,19110,152880,0.019,0,13,0.000,0
20220418192956,10.0.0.1,5001,10.0.0.2,43187,5,8.0-9.0,19110,152880,0.017,0,13,0.000,0
20220418192956,10.0.0.1,0,10.0.0.2,0,-1,8.0-9.0,57330,458640,0.027,0,39,0.000,0
20220418192957,10.0.0.1,5001,10.0.0.2,53651,3,9.0-10.0,19110,152880,0.019,0,13,0.000,0
20220418192957,10.0.0.1,5001,10.0.0.2,53651,3,0.0-10.1,192570,152882,0.019,0,129,0.000,2
20220418192957,10.0.0.1,5001,10.0.0.2,58618,4,9.0-10.0,19110,152880,0.013,0,13,0.000,0
20220418192957,10.0.0.1,5001,10.0.0.2,58618,4,0.0-10.1,189630,150502,0.013,0,129,0.000,0
20220418192957,10.0.0.1,5001,10.0.0.2,43187,5,9.0-10.0,19110,152880,0.010,0,13,0.000,0
20220418192957,10.0.0.1,0,10.0.0.2,0,-1,9.0-10.0,57330,458640,0.019,0,39,0.000,0
20220418192957,10.0.0.1,5001,10.0.0.2,43187,5,0.0-10.1,186690,148141,0.010,2,129,1.550,0
20220418192957,10.0.0.1,0,10.0.0.2,0,-1,0.0-10.1,568890,451422,0.019,2,387,0.517,2
